datatype,UP1,UP2,P1,P2,REC
RMSx,8.35244337683088,7.91830401318934,7.41033474335438,7.27556708674316,8.54552523856747
RMSy,3.42584212814893,4.06814844925229,4.95047400874713,5.39230357492373,3.98639942183896
RMSz,3.23160061021657,3.69193583574968,3.68079869563772,3.36670437071185,2.15753902114847
RMSrT,9.58868850021306,9.6374146152242,9.64201913281934,9.66154814704175,9.67328054908002
RMSwx,27.9377845254615,27.0901859249527,31.5642717416183,28.5701715559601,19.4731403272893
RMSwy,27.3707454283013,26.1739218643202,29.3443410120444,26.8756630751578,23.1385538305107
RMSwz,25.4436969522303,23.4542401011473,31.5262470767619,26.9140253842429,16.5243490023238
RMSwT,46.6589672419882,44.3740209799643,53.3975454000923,47.5701663950218,34.4622979141604
P2Px,37.567,30.5783,40.675,39.29,31.1928
P2Py,42.627,46.084,47.928,43.831,30.723
P2Pz,33.229,27.302,43.398,41.084,35.53
P2PrT,31.9558646180452,25.1121341194857,32.6507080559933,30.2180110450383,27.3678846716402
P2Pwx,793.16,830.39,917.34,987.13,905.39
P2Pwy,1000.53,921.83,1000.53,997.37,796.46
P2Pwz,835.85,633.23,960.14,853.59,863.59
P2PwT,585.249222447319,646.653834649204,722.867815067917,566.221221551028,691.169017944643
MAXr,33.8559854678608,26.4368929263633,34.5905067885684,31.9041654647164,30.3741750052573
MINr,1.90012084981561,1.32475880687769,1.93979873257511,1.6861544196781,3.00629033361716
MAXw,585.393255171257,646.777868282458,722.971362226748,566.284169974757,691.283267047598
MINw,0.144032723938,0.124033633253243,0.103547158831134,0.0629484237292722,0.114249102954903
VARrT,0.744848140059916,0.657760925130971,0.680237440649428,0.724623549250687,0.630796501958344
VARwT,1493.12722623421,1331.59699862133,1841.50111355755,1412.29826703732,702.174337081237
