datatype,UP1,UP2,P1,P2,REC
RMSx,8.1344243322264,7.64847345472548,9.12083807800263,9.13984049179411,8.99701840934692
RMSy,2.97975328650646,3.15698641301232,1.34971582724501,1.15186226261241,1.84655319654311
RMSz,4.61949350181962,5.24960796660598,3.23688149835631,3.22950150698328,3.30311038071785
RMSrT,9.8177140454648,9.79918839509873,9.77183820444546,9.76182108374647,9.76046295792351
RMSwx,35.2368976641246,25.6558160294429,25.5269147985914,22.1218096699625,16.1685520877768
RMSwy,19.1757100427592,16.2015170270499,16.0150131122388,13.0037290761576,12.5048879839269
RMSwz,13.5535025094219,10.3785130234679,9.71404164592679,7.95375897739561,7.59608720995837
RMSwT,42.3443531407538,32.069043994056,31.6617534135197,26.8651021742083,21.8058441938624
P2Px,27.1901,17.58566,23.01304,14.494,11.1862
P2Py,25.579,17.9154,21.9499,13.2011,13.8626
P2Pz,33.245,32.074,19.3199,18.6377,18.7832
P2PrT,20.4258424815113,17.37702399062,21.7048887713537,11.259438868143,8.25686943998398
P2Pwx,694.38,828.23,653.36,694.74,641.92
P2Pwy,769.11,448.93,416.99,340.14,381.35
P2Pwz,688.35,416.21,481.51,194.183,200.462
P2PwT,578.143230498065,506.696082450849,366.342740220332,376.536275283846,380.65967182948
MAXr,25.1739866775209,21.0666474115864,22.8006716226979,17.1949114026679,14.0214993510537
MINr,4.74814419600964,3.68962342096643,1.09578285134419,5.93547253452495,5.76462991106975
MAXw,578.213193554073,506.778299061828,366.391019662054,376.648465316135,380.681262627937
MINw,0.0699630560081533,0.0822166109797771,0.0482794417221243,0.112190032288969,0.02159079845675
VARrT,0.281672217412591,0.180316399593571,0.196676431371154,0.0989528730032387,0.060177731618971
VARwT,1323.98369702185,781.451267307732,687.656294232676,507.497003327144,383.295246635782
