epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,508.633333333333,270.148935082922,0.0940294985250736,0.415988481166207,23.7059999999983,60.7353494792321,46.3588070439621,95.1376146788991,2903.6
UP2,413.125,324.778112841129,0.095810849663312,0.485352452618747,32.3240000000005,59.6336505750469,44.7560355420223,95.1970350200439,2517.2
P1,225.5,235.029716720962,0.14119589345172,0.764050472039541,22.989999999998,38.5854933480064,19.3251714583293,90.6609394485243,1308.6
P2,295.40625,255.84393672643,0.120864492907051,0.666607991673776,28.7510000000038,46.6940997787482,31.9264666466962,93.9813835413582,1777
REC,320.770833333333,238.450961958356,0.125528200129954,0.68376555553161,31.9969999999958,46.3942099893421,39.5770128460428,97.0125990388362,2987.6
