3854.3,0.95317
3855.3,0.93754
3856.2,0.96879
3875.6,1.0782
3925.3,0.53127
4004.2,0.85941
4005,0.78129
4005.7,0.71878
4006.4,0.68753
4014.2,1.0157
4050.7,0.90629
4078.4,1.0625
4164.9,0.84379
4165.8,0.93754
4250.3,1.1719
4251.7,1.3438
4351.2,0.89067
4352.1,0.85941
4353.1,1.0157
4354,0.89067
4404.4,0.92192
4546.2,1.1251
4554.1,1.1094
4555.1,0.98442
4595.3,0.85941
4596.4,1.1407
4656.1,1.0469
4702.9,0.84379
4708.9,1.0469
4710.1,1.2032
4717.9,1.0469
4732.9,0.87504
4739.9,0.95317
4740.9,1
4741.9,0.98442
4742.9,1
4783.2,0.90629
4784.3,1.0625
4832.3,0.89067
4848.2,0.98442
4918.7,0.84379
4919.7,1
4935.4,0.90629
4936.3,0.87504
4937.2,0.89067
4938.2,1.0313
4939.4,1.1094
5037.2,0.89067
5108.7,0.84379
5143.8,0.89067
5192.4,0.96879
5215.1,0.81254
5216,0.87504
5217,1
5218,0.95317
5239.3,0.89067
5240.2,0.96879
5241.2,0.95317
5242,0.76566
5242.8,0.89067
5243.8,0.98442
5244.7,0.89067
5245.8,1.0938
5349.9,1.0625
5408.5,1.0938
5409.4,0.92192
5414.1,0.90629
5415.2,1.1407
5416.6,1.3282
5417.5,0.96879
5452.5,0.89067
5453.3,0.81254
5454.2,0.87504
5455.1,0.87504
5456,0.95317
5457,0.92192
5457.9,0.96879
5458.9,0.92192
5459.7,0.87504
5460.6,0.82816
5461.5,0.90629
5462.3,0.78129
5463.3,1
5480.9,0.95317
5493.5,0.87504
5494.4,0.93754
5504.4,0.95317
5505.4,0.96879
5511.9,0.90629
5512.8,0.89067
5513.8,0.95317
5514.7,0.90629
5515.6,0.93754
5521.6,0.96879
5522.7,1.0938
5523.5,0.81254
5569.4,0.95317
5570.3,0.92192
5571.2,0.89067
5571.9,0.71878
5572.6,0.73441
5573.4,0.76566
5574.1,0.68753
5574.8,0.75003
5575.6,0.73441
5576.3,0.78129
5577.2,0.89067
5578.2,0.93754
5666.5,0.92192
5667.6,1.0938
5673.4,0.98442
5674.5,1.0469
5675.4,0.93754
5676.3,0.89067
5677.3,1.0157
5678.6,1.2344
5696.9,0.85941
5768.7,0.84379
