Subj11,Subj12,Subj13,Subj14,Subj15,Subj16,Subj17,Subj18,Subj19,Subj20,Subj21,Subj22,Subj23,Subj24,Subj25,Subj26,Subj27,Subj28,Subj29,Subj30
20.36153846,1.692307692,4.976923077,2.353846154,150.7384615,2.653846154,3.430769231,2.184615385,84.83076923,0.938461538,7.846153846,6.453846154,2.876923077,34.01538462,0.7,4.553846154,4.315384615,3.184615385,1.953846154,6.676923077
17.82307692,7.215384615,21.02307692,3.723076923,27.06923077,3.838461538,2.953846154,2.838461538,80.39230769,1.423076923,3.892307692,4.569230769,2.292307692,40.52307692,0.946153846,7.476923077,3.269230769,2.430769231,0.907692308,3.938461538
88.10769231,18.64615385,6.661538462,2.369230769,69.00769231,3.623076923,21.54615385,0.892307692,83.26153846,1.176923077,5.376923077,7.130769231,3.815384615,46.23076923,12.29230769,8.107692308,7.038461538,2.846153846,15.75384615,8.961538462
134,19.25384615,11.50769231,1.784615385,54.5,4.476923077,7.015384615,1.115384615,63.36153846,3.176923077,6.092307692,2.430769231,3.4,60.50769231,31.49230769,9.246153846,6.961538462,2.453846154,15.54615385,7.169230769
32.26153846,7.815384615,0,3.115384615,15.63076923,2.330769231,1.369230769,1.576923077,103.6615385,6.661538462,4.138461538,2.492307692,3.3,52.26923077,2.523076923,7.523076923,4.161538462,2.015384615,2.346153846,9.469230769
