epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,315.909090909091,220.436833871458,0.13361291870621,0.454789132362088,23.1560000000027,41.2552716625734,23.1662228569089,91.5979282562824,1910
UP2,322.393939393939,215.427328145993,0.130773953925717,0.45537425375424,22.7540000000008,42.9168934577048,28.0417980976158,93.3270676691729,1986
P1,149.65625,122.760088442931,0.251350146504817,1.13101361050509,22.875,21.8926500748154,12.6949392606358,91.356993736952,875.2
P2,138.666666666667,92.363350446739,0.256622768933912,1.13555424833305,23.6169999999984,21.3673848027836,11.4590989493946,90.7714491708724,755.4
REC,290.179487179487,219.688759719514,0.133629331683169,0.453264475653909,18.4980000000069,42.3719002523789,29.7297923082265,94.2304294044884,2133
