epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,269.878787878788,165.767110273675,0.172198494720288,0.652139411100974,34.0570000000007,32.7455410000972,22.3300635196694,93.2974065341866,1662
UP2,294.366666666667,160.651364511915,0.166584164023561,0.653183973395099,34.4699999999939,34.7285640943694,28.3883163731934,96.3315217391304,1701.6
P1,152.125,124.506444968562,0.259628265788934,1.26861356788613,34.7769999999946,19.7915618440746,3.66545620508804,85.4590264941466,832.2
P2,197.21875,131.805999759422,0.21636701030928,0.871426870009525,26.4220000000059,25.9889722429506,17.7423445638962,93.6153358681876,1181.8
REC,269.1875,156.879538232776,0.178608988503077,0.675475647828123,35.7779999999912,32.824404649669,29.1104953049477,97.6436448055717,1682.4
