epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,487.15625,325.6130802,0.087559063,0.331637894,23.895,63.14340822,36.37967827,92.10391276,2871.8
UP2,535.1666667,330.0451467,0.079723614,0.273302907,14.94,69.83941405,42.67078474,92.73791729,2978
P1,255.96875,200.5496454,0.162876267,0.848101072,28.505,35.26743799,27.82069011,95.67871094,1567.6
P2,372.6875,279.9332222,0.105923161,0.396305845,16.19,54.34026815,43.19756714,95.88329001,2287.2
REC,326.1052632,303.5815641,0.100221828,0.471769112,29.044,56.87093854,42.21826301,94.85234791,1175.6
