epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,487.15625,325.613080241248,0.0875590632017966,0.331637894413336,23.8949999999968,63.1434082168652,36.3796782665791,92.1039127645927,2871.8
UP2,535.166666666667,330.045146685381,0.0818525325524891,0.383976170238773,34.2510000000038,68.018708874537,41.5583624787355,92.7379172894868,2978
P1,357.34375,307.275184996309,0.104984688074196,0.661214605737646,33.8300000000017,53.2757715419176,33.7286539375102,93.1269674711438,2130
P2,359.4375,268.045005549441,0.112489343192693,0.613348154497673,24.6059999999998,49.5009918294903,30.1052151283964,92.6540902373294,2131.6
REC,455.928571428571,299.050317395743,0.0932142819829698,0.304870309649073,12.5570000000007,59.1996978257693,33.6449038080568,91.9373368146214,3521.2
