2.0321e+06,-9.988,-0.81928,-1.4699,-0.44275,1.0687,1.3893
2.0321e+06,-9.9759,-0.80723,-1.4699,-0.47328,1.2672,1.4198
2.0322e+06,-9.9759,-0.80723,-1.4819,-0.51908,1.1603,1.4962
2.0322e+06,-9.988,-0.80723,-1.4699,-0.35115,1.084,1.2977
2.0323e+06,-9.988,-0.81928,-1.4578,-0.24427,0.9771,1.4046
2.0323e+06,-10,-0.79518,-1.4699,-0.27481,1.145,1.4046
2.0323e+06,-9.988,-0.80723,-1.4699,-0.39695,1.2214,1.6641
2.0324e+06,-9.988,-0.78313,-1.4578,-0.24427,1.0382,1.4198
2.0324e+06,-10,-0.79518,-1.4699,-0.33588,1.2977,1.3435
2.0325e+06,-9.988,-0.79518,-1.4699,-0.39695,1.0534,1.3893
2.0325e+06,-9.988,-0.80723,-1.4819,-0.39695,0.9313,1.3893
2.0325e+06,-9.988,-0.79518,-1.4699,-0.47328,0.99237,1.3282
2.0326e+06,-9.988,-0.80723,-1.4578,-0.33588,1.084,1.4046
2.0326e+06,-9.988,-0.79518,-1.4819,-0.27481,0.94656,1.2672
2.0327e+06,-9.9759,-0.79518,-1.4819,-0.39695,1.0076,1.3435
2.0327e+06,-9.988,-0.80723,-1.4578,-0.44275,1.0687,1.4962
2.0327e+06,-9.9759,-0.79518,-1.4699,-0.44275,0.9771,1.5725
2.0328e+06,-9.988,-0.80723,-1.4819,-0.38168,1.0992,1.3282
2.0328e+06,-9.988,-0.79518,-1.4578,-0.51908,1.0992,1.4962
2.0328e+06,-9.9759,-0.78313,-1.4699,-0.45802,0.94656,1.3893
2.0329e+06,-9.988,-0.79518,-1.4819,-0.44275,0.80916,1.4351
2.0329e+06,-9.988,-0.81928,-1.4819,-0.48855,0.80916,1.3893
2.033e+06,-9.9759,-0.80723,-1.4578,-0.42748,1.084,1.4198
2.033e+06,-10.012,-0.81928,-1.4699,-0.67176,0.94656,1.2214
2.033e+06,-9.988,-0.79518,-1.4699,-0.38168,1.0076,1.3893
2.0331e+06,-9.988,-0.80723,-1.4578,-0.53435,0.99237,1.5115
2.0331e+06,-9.988,-0.78313,-1.4578,-0.65649,1.1756,1.5878
2.0332e+06,-9.988,-0.78313,-1.4699,-0.32061,0.85496,1.3282
2.0332e+06,-9.988,-0.81928,-1.4819,-0.45802,1.2366,1.3893
2.0332e+06,-9.9759,-0.80723,-1.4458,-0.47328,1.0687,1.5115
2.0333e+06,-9.9759,-0.78313,-1.4458,-0.50382,1.084,1.2519
2.0333e+06,-9.988,-0.81928,-1.4819,-0.42748,1.0229,1.4962
2.0334e+06,-9.988,-0.79518,-1.494,-0.47328,1.0534,1.4351
2.0334e+06,-9.9759,-0.80723,-1.4819,-0.58015,1.1145,1.4504
2.0334e+06,-9.9759,-0.80723,-1.4578,-0.61069,0.90076,1.2977
2.0335e+06,-9.9759,-0.81928,-1.4578,-0.35115,0.96183,1.542
2.0335e+06,-9.988,-0.80723,-1.4578,-0.38168,0.9771,1.2824
2.0336e+06,-9.988,-0.79518,-1.4578,-0.30534,1.1145,1.3588
2.0336e+06,-9.988,-0.80723,-1.4578,-0.38168,1.2214,1.542
2.0336e+06,-9.988,-0.80723,-1.4578,-0.25954,1.2366,1.2824
2.0337e+06,-9.988,-0.79518,-1.4578,-0.30534,1.1908,1.4504
2.0337e+06,-10,-0.80723,-1.4578,-0.25954,1.1603,1.4504
2.0337e+06,-9.988,-0.81928,-1.4578,-0.25954,1.2214,1.4962
2.0338e+06,-9.9759,-0.80723,-1.4578,-0.24427,1.145,1.4198
2.0338e+06,-9.988,-0.80723,-1.4699,-0.16794,1.145,1.4656
2.0339e+06,-10,-0.80723,-1.494,-0.45802,1.084,1.5878
2.0339e+06,-9.9639,-0.80723,-1.4578,-0.24427,1.0229,1.4962
2.0339e+06,-9.988,-0.79518,-1.4699,-0.32061,1.145,1.5267
2.034e+06,-9.9759,-0.81928,-1.4578,-0.12214,1.1603,1.4656
2.034e+06,-9.9759,-0.80723,-1.4458,-0.030534,1.0534,1.4351
2.0341e+06,-10.012,-0.78313,-1.4819,-0.39695,1.3282,1.4351
2.0341e+06,-9.988,-0.79518,-1.4578,-0.22901,1.2824,1.5267
2.0341e+06,-9.988,-0.80723,-1.4578,-0.22901,1.0687,1.3588
2.0342e+06,-9.988,-0.79518,-1.4819,-0.12214,1.2824,1.542
2.0342e+06,-10.012,-0.79518,-1.4819,-0.30534,1.2977,1.3893
2.0343e+06,-9.988,-0.81928,-1.4699,-0.18321,1.2519,1.6031
2.0343e+06,-9.9759,-0.81928,-1.4578,-0.25954,1.084,1.5878
2.0343e+06,-9.988,-0.81928,-1.4699,-0.27481,1.084,1.4809
2.0344e+06,-9.988,-0.80723,-1.4699,-0.30534,1.084,1.2672
2.0344e+06,-10.012,-0.79518,-1.4699,-0.19847,1.2061,1.3588
2.0344e+06,-9.988,-0.80723,-1.4699,-0.21374,1.1603,1.4351
2.0345e+06,-9.988,-0.80723,-1.4699,-0.36641,1.1603,1.5725
2.0345e+06,-10,-0.79518,-1.4699,-0.22901,1.145,1.4198
2.0346e+06,-9.988,-0.81928,-1.4699,-0.42748,1.1145,1.4198
2.0346e+06,-10.012,-0.80723,-1.4819,-0.30534,1.1908,1.4962
2.0346e+06,-9.988,-0.79518,-1.4699,-0.35115,1.0992,1.5725
2.0347e+06,-9.988,-0.80723,-1.4578,-0.091603,0.83969,1.6031
2.0347e+06,-9.9759,-0.81928,-1.4578,-0.44275,0.77863,1.4809
