4820.5,-9.7711,0.26506,-1.5663,-28.916,16.687,-5.9389
4840.1,-10.133,0.21687,-2.0241,-33.924,15.878,-5.4809
4879.1,-9.7952,0.49398,-1.7831,-30.107,3.2061,-8.3817
4918.2,-10.169,0.20482,-2.2289,-37.252,20.458,-8.3511
4957.2,-9.9759,0.096386,-2.3735,-38.916,10.901,-5.9084
4996.3,-9.8916,0.16867,-1.8193,-30.565,1.7863,-6.5344
5035.4,-9.9518,0.16867,-2.6627,-39.557,16.702,-6
5074.4,-9.5904,0.31325,-1.2771,-42.992,-7.8168,-4.1985
5113.5,-9.8554,0.096386,-2.0602,-31.634,16.26,-5.2824
5152.6,-10.988,0.012048,-3.5542,-22.168,39.679,-3.9084
5191.6,-9.7349,0.90361,-2.3614,-11.252,-34.565,-7.9542
5230.7,-9.8072,0.51807,-1.4699,-37.16,-28.992,-6.5802
5269.7,-9.9518,0.59036,-2.4096,-32.962,-0.076336,-4.5802
5308.8,-10.325,0.48193,-3.2651,-27.756,1.2977,-4.0763
5347.9,-9.8193,0.6747,-1.0482,-42.794,-38.794,-4.9313
5386.9,-9.4337,0.44578,-2.1084,-28.153,-4.5802,-9.0229
5426,-10.422,0.83133,-2.8193,-26.702,12.489,-4.8244
5465.1,-9.5301,0.84337,-1.7711,-40.595,-32.214,-3.4962
5504.1,-9.3494,1.4337,-1.3976,-31.42,-8.0916,-6.855
5543.2,-10.157,1.3012,-2.8675,-45.771,35.252,-1.6336
5582.2,-10.265,0.42169,-2.4337,-41.939,-5.4809,-2.4427
5621.3,-10.916,0.036145,-1.1687,-37.634,-15.573,-2.626
5660.4,-9.0602,0.73494,0.14458,-32.947,-43.817,3.2061
5699.4,-8.5663,0.95181,-1.0843,-49.878,16.962,1.5267
5738.5,-10.133,0.036145,-1.7831,-61.42,29.359,-6.9924
5777.6,-11.663,-0.37349,-2.9398,-70.702,31.435,-1.7863
5816.6,-10.843,-0.31325,-0.51807,-71.405,-33.802,-6.1069
5855.7,-7.1325,0.012048,0.49398,-63.084,-94.733,-11.481
5875.2,-9.494,0.048193,-1.4217,-80.672,57.725,-8.4122
5914.3,-12.675,0.096386,-5.1687,-107.45,67.649,-9.7405
5953.3,-10.518,-0.68675,-2.3253,-84.473,-67.282,-22.702
5992.4,-8.7831,0.036145,0.33735,-74.916,-88.015,-15.053
6031.5,-7.506,-0.83133,0.72289,-102.43,-36.214,-10.351
6070.5,-11.735,-1.0964,-3.4578,-118.26,100.06,-6.4275
6109.6,-11.193,-0.37349,-3.3855,-91.802,-11.802,-9.1145
6148.7,-9.3133,-0.46988,-1.0723,-60.198,-47.481,-14
6187.7,-9.2651,-0.75904,-0.87952,-67.924,-17.679,-11.954
6226.8,-9.9157,-0.95181,-1.2048,-68.427,2.855,-7.8473
6265.8,-9.6747,-0.85542,-0.48193,-62.412,-4.8397,-3.1756
6304.9,-10.108,-0.15663,-0.6988,-55.145,18.489,-1.5115
6344,-10.229,-0.68675,-0.54217,-59.374,19.237,-2.6107
6383,-10.024,-1.0602,-0.78313,-56.855,16.611,-1.8779
6422.1,-10.349,-0.89157,-0.87952,-54,19.756,3.0992
6461.2,-10.494,-0.9759,-0.83133,-50.824,10.489,3.0687
6500.2,-9.988,-1.3735,-0.60241,-41.664,-8.8855,3.542
6539.3,-9.7831,-1.0482,-0.50602,-29.588,-5.7099,4.916
6578.3,-9.8072,-0.87952,-0.25301,-24.031,-7.6641,9.5573
6617.4,-10.518,-0.37349,-0.6988,-16.412,6.5191,10.244
6656.5,-10.759,-0.15663,-0.66265,-8.1985,-6.3206,5.9084
6695.5,-9.7229,-0.15663,0.036145,-5.7252,-28.015,2.7786
6734.6,-10.193,-0.49398,-0.51807,-8.916,-4.4275,1.8931
6773.7,-10.253,0.13253,-0.45783,0.68702,-12.702,0.25954
6812.7,-10.217,0.3012,-0.96386,-0.99237,-7.3435,-1.4962
6851.8,-9.6145,0.53012,-0.73494,5.9542,-18.458,-0.41221
6890.8,-9.6867,0.6506,-0.78313,0,0.74809,2.1832
6929.9,-10.084,0.61446,-1.3855,-5.5267,8.0458,0.18321
6969,-10.265,0.74699,-1.3614,-5.6794,6.0611,1.8626
7008,-9.8795,0.72289,-1.0482,-1.4198,-5.6183,-0.79389
7047.1,-10.349,0.78313,-1,-4.7176,16.061,4.5496
7086.2,-10.446,0.59036,-1.3735,-6.0458,12.672,8.8244
7125.2,-10.024,0.44578,-1.1084,3.3588,1.8626,7.1756
7164.3,-10.108,0.9759,-0.90361,8.0763,6.3969,8.0305
7203.3,-9.5663,0.93976,-0.85542,0.90076,3.2824,6.5954
7242.4,-10.169,0.36145,-1.3855,-1.4962,14.443,5.1298
7281.5,-9.8916,0.73494,-0.81928,5.9237,-2.229,2.9466
7320.5,-10.253,0.74699,-0.98795,1.4198,9.7405,3.0534
7359.6,-10.169,0.66265,-0.96386,-0.15267,4.1374,5.5725
7398.7,-10.506,0.59036,-1.8193,2.458,10.916,5.9237
7437.7,-9.7229,0.84337,-1.2651,4.687,-12.962,2.626
7476.8,-10,0.60241,-1.3012,-0.87023,8.9313,2.687
7515.8,-9.8916,0.6747,-0.68675,4.2443,2.2137,1.0992
7554.9,-9.747,0.6988,-0.56627,4.9008,5.5267,0.53435
7594,-9.9518,0.59036,-0.57831,1.3435,17.924,1.771
7633,-10.373,0.56627,-1.1928,-1.0076,15.237,2.687
7672.1,-10.386,0.54217,-1.6024,2.1527,4.6718,3.2824
7711.2,-10.494,0.78313,-1.7711,1.8779,-2.0458,1.5267
7750.2,-9.7229,0.33735,-1.253,1.2977,-20.519,0.19847
7789.3,-9.9398,0.6506,-1.2048,11.389,-0.51908,1.2824
7828.3,-9.8675,0.81928,-1.0482,9.2824,-6.0305,-0.30534
7867.4,-9.8795,0.6988,-0.80723,7.4656,1.5725,-1.2824
7906.5,-9.7108,0.74699,-1.9398,-9.0382,23.969,2.1221
7945.5,-10.06,0.68675,-1.4337,7.0992,2.687,0.47328
7984.6,-9.747,0.95181,-1.8916,7.0687,31.695,0.71756
8023.7,-10.928,0.45783,-2.7108,-7.084,27.985,-0.27481
8062.7,-9.6506,0.91566,-1.3614,0.76336,-23.221,1.3282
8101.8,-10.518,0.20482,-1.3735,-19.16,8.1527,5.5725
8140.8,-9.2048,0.89157,-0.096386,11.573,-35.649,2.855
8179.9,-10.47,0.61446,-2.1687,4.1679,49.389,6.8092
8219,-10.265,0.46988,-1.759,12.473,-12.198,3.6336
8258,-9.6145,0.26506,-1.0602,10.031,-8.6412,-0.38168
8297.1,-10.313,0.63855,-1.8434,23.252,5.0076,1.5725
8336.2,-9.3735,0.50602,0.012048,22.55,-21.267,4.9313
8375.2,-9.9518,0.37349,-1.6867,11.802,33.588,6.0305
8414.3,-10.506,0.63855,-1.5663,18.458,9.4962,5.1908
8453.3,-10.145,0.37349,-1.3133,6.5191,1.1298,4.7786
8492.4,-9.747,-0.096386,-1.4337,7.7099,-5.4656,1.4962
8531.5,-10.133,0.18072,-0.9759,8.0153,9.2977,2.4122
8570.5,-10.108,0.21687,-1.1084,-0.58015,10.229,0.27481
8609.6,-10.084,0.26506,-1.1687,1.9695,1.1756,1.4962
8648.7,-10.133,-0.024096,-1.1928,2.1069,4.7634,2.2443
