8.1122e+06,-9.0843,0.60241,3.6988,-15.603,18.947,1.0534
8.1122e+06,-8.6024,0.54217,2.9759,-17.069,19.328,-3.9389
8.1123e+06,-7.8554,0.45783,4.012,-7.2061,23.099,-9.1908
8.1123e+06,-10.229,-0.28916,3.1325,-5.6947,57.053,-6.5344
8.1123e+06,-8.3012,0.44578,4.1325,17.237,-5.4351,-8.4427
8.1124e+06,-9.1446,0.14458,2.9518,23.771,10.137,-11.053
8.1124e+06,-8.1928,1.1807,3.6024,28.534,-13.557,-12.473
8.1125e+06,-9.2048,0.48193,3.7711,24.382,2.9924,-8.2901
8.1125e+06,-9.0482,0.92771,3.4096,23.527,1.0229,-16.061
8.1125e+06,-9.5422,0.12048,3.494,13.344,-0.85496,-15.069
8.1126e+06,-9.8193,0.50602,3.2651,20.214,-6.9466,-16.947
8.1126e+06,-9.2651,1.1807,3.1084,1.3588,-10.977,-10.336
8.1127e+06,-10.217,0.25301,4.012,-3.4809,1.8626,1.4046
8.1127e+06,-8.8434,-0.048193,4.1084,1.0534,-39.282,4.1221
8.1127e+06,-8.8313,0.45783,4.012,5.8779,-30.137,6.8855
8.1128e+06,-8.253,0.36145,3.4458,-2.8702,-32.382,10.031
8.1128e+06,-7.494,0.048193,4.4819,-6.1679,-36.489,13.939
8.1128e+06,-9.0723,0.83133,4.2289,3.5725,0.21374,14.351
8.1129e+06,-7.4578,0.39759,3.8434,-14.183,-19.802,11.084
8.1129e+06,-8.6386,0.22892,4.5181,-4.5191,15.191,12.397
8.113e+06,-8.759,0.12048,4.2892,-2.6107,11.267,11.099
8.113e+06,-8.9639,0.93976,4.1687,2.9313,23.679,10.107
8.113e+06,-9.5301,0.46988,4.0361,3.4046,35.405,5.7557
8.1131e+06,-10.301,0.36145,3.6627,12,48.687,4.8397
8.1131e+06,-12.301,1.1566,3.6024,13.115,60.214,1.313
8.1132e+06,-11.723,0.63855,2.5422,10.916,49.237,0.80916
8.1132e+06,-10.795,1.2892,1.6024,18.931,56.656,-3.5267
8.1132e+06,-10.59,0.84337,1.0361,4.458,68.931,-5.2061
8.1133e+06,-10.012,0.68675,0.27711,-1.374,62.733,-6.1679
8.1133e+06,-10.253,0.6988,0.95181,-7.084,58.229,-11.191
8.1134e+06,-10.747,0.54217,0.49398,-10.611,45.267,-7.7557
8.1134e+06,-9.988,0.22892,0.16867,-11.344,41.588,-7.3893
8.1134e+06,-10.699,0.44578,-0.3253,-7.2977,45.13,-4.4275
8.1135e+06,-10.157,0.28916,-1,-14.656,40.565,-2.6565
8.1135e+06,-10.277,-0.048193,-0.81928,-8.2443,38.107,-6.3511
8.1136e+06,-10.446,0.16867,-0.87952,-8.5191,34.565,-6.229
8.1136e+06,-9.9157,0.16867,-1.2771,-5.7557,33.954,-5.2061
8.1136e+06,-10.157,0.40964,-1.3855,-4.1985,36.84,-5.4504
8.1137e+06,-10.602,0.21687,-1.3253,-5.7557,31.969,-5.8168
8.1137e+06,-9.6627,-0.18072,-1.8193,-5.6336,28.183,-5.3588
8.1137e+06,-10.072,-0.37349,-2.1325,6.5038,34.443,-6.6718
