46.705,0.76566
47.471,0.76566
48.205,0.73441
48.955,0.75003
49.721,0.76566
50.534,0.81254
51.362,0.82816
52.252,0.89067
53.112,0.85941
53.877,0.76566
54.643,0.76566
55.378,0.73441
56.174,0.79691
57.081,0.90629
58.018,0.93754
58.925,0.90629
59.721,0.79691
60.503,0.78129
61.3,0.79691
62.128,0.82816
62.987,0.85941
63.862,0.87504
64.644,0.78129
65.456,0.81254
66.3,0.84379
67.175,0.87504
68.081,0.90629
68.925,0.84379
69.738,0.81254
70.519,0.78129
71.331,0.81254
72.128,0.79691
72.956,0.82816
73.832,0.87504
74.707,0.87504
75.503,0.79691
76.332,0.82816
77.191,0.85941
78.097,0.90629
79.004,0.90629
79.816,0.81254
80.644,0.82816
81.457,0.81254
82.332,0.87504
83.207,0.87504
84.082,0.87504
84.895,0.81254
85.738,0.84379
86.473,0.73441
87.191,0.71878
87.942,0.75003
88.676,0.73441
89.473,0.79691
90.301,0.82816
91.176,0.87504
92.067,0.89067
92.864,0.79691
93.661,0.79691
94.457,0.79691
115.36,0.71878
116.11,0.75003
116.85,0.73441
127.08,0.92192
127.94,0.85941
128.85,0.90629
129.63,0.78129
130.51,0.87504
131.32,0.81254
132.16,0.84379
133.05,0.89067
133.88,0.82816
134.71,0.82816
135.57,0.85941
136.43,0.85941
137.29,0.85941
138.16,0.87504
138.93,0.76566
139.69,0.76566
140.51,0.81254
141.38,0.87504
142.29,0.90629
143.19,0.90629
144.1,0.90629
144.9,0.79691
538.92,0.81254
539.63,0.71878
1092,0.75003
1097.3,0.73441
1103.8,0.70316
1104.4,0.65628
1105.1,0.71878
1675,0.93754
1675.9,0.89067
1676.8,0.90629
1677.7,0.84379
1719.3,0.78129
1720,0.78129
1765.3,0.81254
1766,0.67191
1770.5,0.82816
1771.4,0.89067
1772.3,0.87504
1773.1,0.87504
1774,0.85941
1778.1,0.96879
1779.1,1
1780,0.92192
1780.9,0.89067
1785.9,0.82816
1786.7,0.85941
1787.6,0.85941
1788.3,0.73441
1789.1,0.76566
1789.8,0.71878
1790.6,0.81254
1795.5,0.85941
1796.3,0.79691
1797.1,0.79691
1797.9,0.75003
1798.6,0.73441
1799.3,0.73441
1800.1,0.73441
1800.9,0.78129
1801.7,0.82816
1802.5,0.84379
1803.4,0.85941
1804.3,0.87504
1805.1,0.84379
1805.9,0.79691
1806.7,0.82816
1807.5,0.75003
1808.3,0.78129
1809.1,0.81254
1809.8,0.76566
1810.6,0.70316
1811.3,0.78129
1812.1,0.76566
1812.9,0.81254
1813.7,0.81254
1814.5,0.79691
1815.3,0.75003
1816.1,0.79691
1821.4,0.75003
1822.2,0.78129
1823,0.76566
1823.7,0.76566
1824.4,0.67191
1825.2,0.75003
1825.9,0.73441
1826.7,0.79691
1827.5,0.84379
1828.4,0.85941
1829.4,1.0469
1833.2,0.68753
1848.3,0.6094
1902.3,0.96879
1903.2,0.95317
1904.2,0.93754
1905.1,0.93754
1906,0.90629
1906.9,0.85941
1907.8,0.89067
1908.7,0.92192
1909.6,0.96879
1910.6,0.96879
1911.6,0.96879
1912.5,0.89067
1913.3,0.84379
1918.4,0.89067
1919.3,0.87504
1920.1,0.82816
