trialnames,apenx,apeny,apenz,sampenx,sampeny,sampenz
UP1,0.593901310329861,0.424329840935739,0.129461819583625,0.244330343314807,0.236651652046024,0.0623865879611436
UP2,0.562717460608322,0.381425370564704,0.107657093648261,0.224881277982508,0.227292484979327,0.05999184237862
P1,0.696404255754043,0.430891698474765,0.100404357118738,0.369369090740324,0.266900766345578,0.055106122746188
P2,0.687317000061864,0.405556814071582,0.124363497986538,0.364368866049077,0.240945164348989,0.0787285617920964
Rec,0.556845976686124,0.35783341557763,0.100340246423953,0.308587781195011,0.215233954692225,0.0500202389818432
