datatype,UP1,UP2,P1,P2,REC
RMSx,4.51856659787381,4.39695819272532,4.16864996850207,4.37479442221343,3.51270540236048
RMSy,0.935452769005367,0.526519508771064,1.04098136375821,2.95787127764508,4.99936245274929
RMSz,8.55237184646649,8.65040325520561,8.75558217538672,8.28239145839098,7.63066825405041
RMSrT,9.71779708486925,9.71802143542412,9.75302537623756,9.8227204481129,9.77547043272622
RMSwx,16.0977095848374,7.94813270280171,17.806894168248,30.4733174657623,18.3925245755434
RMSwy,12.3287807868356,10.4835153535984,14.4134861012603,28.6132728195926,25.6398837558128
RMSwz,5.43390109871344,6.43116586469089,10.4466991984091,17.2388434786501,11.6808186294248
RMSwT,20.9919596683638,14.6436608131179,25.1787129467026,45.2163707444435,33.6471413812091
P2Px,15.7225,13.1567,17.2767,48.543,47.397
P2Py,24,22.5666,36.169,42.325,36.71
P2Pz,21.5423,4.3378,13.73472,27.8068,32.988
P2PrT,12.9095534623489,11.685962337738,18.5808634601226,30.224458317159,26.8422685378679
P2Pwx,503.1,244.15,482.2,1000.53,906.03
P2Pwy,353.57,240.642,362.36,1000.53,891.53
P2Pwz,126.168,103.939,229.96,839.9,396.37
P2PwT,318.743728568898,212.550312184928,297.307387758912,865.656945979094,716.140494189971
MAXr,17.9680840572945,19.8329492562251,25.1960299682311,33.1595366778548,32.1067553172226
MINr,5.05853059494553,8.1469869184871,6.61516650810847,2.93507836069584,5.26448677935466
MAXw,319.408504661804,213.10793264447,297.991010718444,866.48728403826,718.119705411291
MINw,0.664776092906476,0.557620459542151,0.683622959532519,0.830338059166265,1.97921122132025
VARrT,0.178855843183793,0.067564901796644,0.179137168860491,0.836529634213325,0.323107431978041
VARwT,292.85521743769,78.4593940325693,432.101168295752,1561.75891642917,894.451085536563
