trialnames,apenx,apeny,apenz,sampenx,sampeny,sampenz
UP1,0.290385001830356,0.157889037613054,0.19820038402083,0.156854150515028,0.0564811259263891,0.104017742713808
UP2,0.184233580609985,0.154906616647299,0.233440069723086,0.0827864910835407,0.0600115394527664,0.104573642091092
P1,0.260568674067528,0.204816485132326,0.236380559107531,0.0992532397861057,0.0823726957086067,0.102720465284019
P2,0.241905816806257,0.168796914920816,0.262072700684408,0.0758848559188695,0.0591712895357676,0.127981747737668
Rec,0.31940349367041,0.093005951462706,0.234488238204186,0.189549683726635,0.0345340892968671,0.132344267053962
