trialnames,apenx,apeny,apenz,sampenx,sampeny,sampenz
UP1,0.254939971865305,0.168130362983511,0.116441158352283,0.0778988919962268,0.0585569858575151,0.0392948692259218
UP2,0.27701575925177,0.262529899282311,0.151807053128669,0.042938016489554,0.0902380839157039,0.0424516121548964
P1,0.379020941322234,0.264304013238297,0.186726157395644,0.148760594696975,0.100009800141701,0.0913638647000118
P2,0.350791498895386,0.188096585150516,0.16240525111749,0.119613713885939,0.0723598288993196,0.0767596979152002
Rec,0.151000564797653,0.167603696154187,0.0613989910301105,0.0649808345236643,0.0804127631725885,0.0200681930480651
