epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,325.1875,217.606990741003,0.129071428571429,0.340747123037539,16.6209999999992,44.0637240699209,32.2657289842626,94.5517440184491,1968
UP2,338.733333333333,213.254572386334,0.136190391809411,0.624337713867365,35.4319999999934,42.0392331479477,31.8774748413716,95.1982682278855,1935
P1,177.34375,142.554485197766,0.207282942317869,0.892598955624681,21.4830000000002,25.8465968902728,11.1361967241575,89.07681465821,1011.2
P2,226.21875,168.943726911961,0.181571547075903,0.853668787941579,34.7350000000006,30.445280501817,17.2374014605876,91.8232044198895,1329.6
REC,355.380952380952,216.365651705845,0.126042024128686,0.460595501945069,32.4029999999984,45.8292188389868,36.8605517437214,96.188115495411,2871.6
