datatype,UP1,UP2,P1,P2,REC
RMSx,4.10026520388866,6.42918999291179,8.13443020341381,4.64060479638917,7.75760834527171
RMSy,2.19905951656589,2.96245854469886,2.55853776192555,3.52189599185177,2.20432128720784
RMSz,8.67633754731788,6.72191799856385,4.2488635211258,7.83877140974729,5.17124331561813
RMSrT,9.84514452583695,9.76190689227433,9.52721950175199,9.76653989230389,9.58025453759931
RMSwx,23.070389637987,27.9696699343047,19.5449466846875,23.1239271765262,22.3318642115579
RMSwy,26.4467285093987,34.3025448433185,19.7342192552081,25.278348828271,21.4306350239935
RMSwz,14.0225096418403,21.0846062595859,16.898520408639,18.4657143802003,19.5499889608502
RMSwT,37.7928975278939,49.0257854611591,32.5116031982597,38.9190639034416,36.6085556265806
P2Px,41.458,35.313,36.915,25.783,44.94
P2Py,33.482,44.687,41.639,37.602,31.626
P2Pz,38.024,36.807,39.759,33.0237,36.795
P2PrT,24.8726817950815,27.785613674361,25.8093229582808,25.4479829626401,28.2414827413553
P2Pwx,1000.53,899.66,1000.53,1000.53,924.38
P2Pwy,1000.53,1000.53,1000.53,1000.53,1000.53
P2Pwz,539.46,730.39,743.63,727.62,866.41
P2PwT,746.807678347028,675.029306336854,715.87530544052,583.222754456018,707.659432238213
MAXr,26.9196210784996,28.3690466177487,28.170197265905,25.9080255607428,31.3690535719521
MINr,2.04693928341805,0.58343294338767,2.36087430762419,0.460042598102611,3.12757083059681
MAXw,747.029971420157,675.330812417144,716.126172961162,583.497988206472,707.863125419738
MINw,0.222293073128697,0.301506080290265,0.250867520641872,0.275233750454046,0.203693181525548
VARrT,0.519382676628708,0.734317413481204,0.356398016915182,0.438247879186675,0.279688164588042
VARwT,1044.43926853924,1610.16315749056,653.149501342072,965.333359902395,959.604918658312
