datatype,UP1,UP2,P1,P2,REC
RMSx,5.55606578008182,6.46161558729845,7.15303427592109,8.36447983948455,8.87837236375002
RMSy,3.06612155672257,3.45494791786397,3.01231444417492,4.14592919225628,2.23095703865917
RMSz,7.37652511940032,6.89733333846989,6.25863449229667,4.04607072823908,4.45427943566141
RMSrT,9.73057506986812,10.0629194717606,9.97047859288873,10.1746715028181,10.180533897036
RMSwx,24.3661314802823,26.4551763758262,19.7054619321162,22.1503530694875,22.067871353415
RMSwy,36.8327724716032,33.5780212085785,33.6236446078111,22.9906188442488,22.7421857310302
RMSwz,18.8021119357806,23.5774404468989,24.68586822308,24.3534723685467,21.2900986981528
RMSwT,47.9987594058942,48.8185985397664,46.1329252985082,40.1534346270658,38.1767764547065
P2Px,45.506,39.795,34.627,31.217,33.157
P2Py,42.795,40.506,36.578,36.385,39.506
P2Pz,42.494,40.687,39.409,44.735,39.373
P2PrT,32.9068543301694,25.1953156972401,28.736948429124,36.7734460247438,25.0639383427079
P2Pwx,923.99,819.51,624.34,997.49,786.27
P2Pwy,1000.53,1000.53,1000.53,1000.53,1000.53
P2Pwz,944.11,746.43,904.55,888,795.02
P2PwT,788.216905397945,689.891279786335,739.654542783674,866.405067798672,618.249318041366
MAXr,33.6520949273593,26.3942211980198,31.0341237511227,37.7376010233825,28.5162683970045
MINr,0.745240597189928,1.19890550077977,2.29717532199874,0.964154998638704,3.45233005429666
MAXw,788.328052209231,689.981601928631,739.726152640286,866.48728403826,618.348260898339
MINw,0.111146811285794,0.0903221422963384,0.0716098566120614,0.0822162395880522,0.0989428569731034
VARrT,0.95449539728513,0.805755278814777,0.502192216442751,0.499704102381855,0.302531453301139
VARwT,1824.06694276902,1724.03731533319,1342.69121427831,1166.86752575708,1154.72661203864
