1.2627,1.1919,1.1362,1.1766,1.3362
1.2556,1.2268,1.1739,1.1527,1.2903
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1.1769,1.2479,1.1606,1.1154,1.2442
1.2881,1.3395,1.1833,1.2142,1.3836
1.268,1.2741,1.1349,1.1585,1.2725
1.296,1.2756,1.2168,1.1774,1.4067
1.2365,1.2393,1.1385,1.1309,1.2503
1.3363,1.3174,1.2256,1.2759,1.3321
1.343,1.3577,1.2254,1.2715,1.3241
1.2316,1.3432,1.1863,1.239,1.2788
1.2531,1.3023,1.2536,1.1863,1.2306
1.2959,1.2877,1.0708,1.1582,1.3353
1.2698,1.2479,1.1997,1.2236,1.4478
1.2216,1.2418,1.1501,1.1599,1.2056
1.2427,1.3281,1.2494,1.1518,1.2721
1.2194,1.3528,1.1068,1.1485,1.3258
1.2438,1.174,1.1396,1.169,1.2733
