13.455,53.416,52.056,24.174,23.019,41.393,33.917,31.068,27.166,65.831,32.918,21.121,32.266,31.956,55.363,22.33,46.123,36.38,36.38
18.329,53.9,54.568,30.775,16.412,44.709,32.682,28.507,38.284,66.559,25.811,23.822,31.877,28.032,27.584,28.388,29.038,41.558,42.671
15.587,35.572,39.681,2.7752,2.8709,12.961,-9.5686,18.699,27.912,40.931,-2.9834,14.965,11.136,20.071,53.883,3.6655,25.568,33.729,27.821
11.598,49.778,50.067,2.3204,4.224,35.151,19.969,20.556,24.149,39.385,23.377,18.512,17.237,26.851,51.705,17.742,43.377,30.105,43.198
20.031,47.036,65.817,27.762,20.489,43.125,34.778,26.989,25.043,74.876,33.587,23.874,36.861,31.5,39.284,29.11,35.274,33.645,42.218
