1.0437,1.0522,1.0263,0.93078,1.0717
1.0217,1.1661,1.0135,1.1741,1.1012
1.1853,1.1184,1.0984,1.1966,1.1379
1.1382,1.2104,1.0971,1.3145,1.1451
1.2395,1.3749,1.7446,1.4582,1.3532
1.3346,1.084,1.4203,1.4669,1.3624
1.1456,1.2239,1.2333,1.0718,1.1424
1.1398,0.95103,1.178,1.0932,1.0826
1.5843,1.3383,1.5769,1.3704,1.3614
1.2182,1.1813,1.1652,1.0455,1.1299
1.2451,1.0017,1.0119,1.0619,1.0666
1.3366,1.2609,1.2363,1.1548,1.2796
1.6817,1.31,1.2369,1.3418,1.3985
1.3709,1.0593,1.2254,1.107,1.2992
1.2094,1.1963,1.1006,1.1458,1.1718
1.1982,1.3858,1.2766,1.2321,1.0285
1.2028,1.1375,1.2017,1.2366,1.173
1.2355,1.1198,1.2298,1.1921,1.2073
1.2791,1.2402,1.1901,1.233,1.1101
