0.57033,0.41276,0.45106,0.54767,0.37248
0.45304,0.60713,0.53582,0.3545,0.31032
0.58883,0.54903,0.65237,0.42316,0.52959
0.34165,0.24231,0.39372,0.4368,0.60515
0.57372,0.39713,0.5343,0.50021,0.62039
0.50743,0.42985,0.4929,0.65453,0.38682
0.58987,0.79374,0.57797,0.55319,0.64572
0.44014,0.34422,0.29862,0.25728,0.35717
0.47083,0.31322,0.38674,0.51566,0.45008
0.33493,0.34201,0.3939,0.41196,0.40608
0.81662,0.64233,0.59591,0.60103,0.51836
0.51274,0.57076,0.51752,0.47043,0.48414
0.72493,0.63678,0.54057,0.55394,0.76225
0.32275,0.39471,0.45759,0.38918,0.36165
0.87585,0.64703,0.5471,0.57375,0.37738
0.46955,0.48245,0.57423,0.46064,0.4065
0.43118,0.69428,0.5614,0.60647,0.61811
0.47601,0.57285,0.42482,0.46634,0.39437
0.73933,0.57555,0.49887,0.60104,0.61212
