0.0999,0.02434,0.46117,0.29075,0.01922
0.03586,0.01537,0.13063,0.00768,0.00256
0.14535,0.1588,0.09221,0.03842,0.0525
0.040385,0.02434,0.10888,0.10506,0.0538
0.08837,0.06531,1.0131,0.76272,0.0384
0.07172,0.02049,0.24975,0.32537,0.00896
0.07044,0.16042,0.05507,0.12552,0.07684
0.014088,0.006404,0.005123,0.003842,0.002562
0.4818,1.0892,2.1111,3.046,0.5309
0.4998,0.5715,0.44495,0.70428,1.8797
0.53031,0.06533,0.03331,0.04484,0.01409
0.04355,0.03586,0.02433,0.01921,0.02177
3.2401,0.81085,3.4353,2.6787,0.37057
0.13456,0.22804,0.9536,1.264,0.75243
1.5802,1.2654,0.5591,0.2686,0.1575
0.055074,0.040985,0.043547,0.088375,0.0333
0.10759,0.11373,0.52777,0.40608,0.26897
1.4395,1.1544,0.6605,0.8546,0.54213
0.58671,0.08959,0.10247,0.11656,0.01665
