-0.32499,-2.3893,-0.19688,-0.35751,-1.4973
-0.79396,-1.6091,-0.19587,-3.3019,-2.4499
-0.84624,-0.57471,-0.19017,-1.4702,-1.1286
-2.4485,-1.5833,-0.91333,-1.0481,-0.52155
-0.27124,-1.2982,-0.075256,-0.1995,-0.35212
-0.17876,-1.4277,-0.067713,-0.062663,-11.997
-0.25672,-0.045634,-0.2686,-0.078309,-0.25216
-1.0511,-1.7695,-2.2622,-9.0535,-2.6029
-0.44246,-0.40694,-0.29258,-0.35706,-0.46468
-0.77605,-0.99699,-1.182,-1.2293,-0.72753
-0.20558,-0.067203,-0.10563,-0.26326,-0.52675
-0.18117,-0.48068,-1.1357,-1.0217,-0.99804
-0.071605,-0.038158,-0.065715,-0.13043,-0.084884
-1.6219,-1.642,-0.29102,-0.56938,-0.15327
-0.051573,-0.11823,-0.4737,-1.0073,-0.037429
-1.7269,-1.2711,-0.93426,-0.68671,-2.1811
-0.47914,-0.61481,-0.24955,-0.32057,-0.32548
-0.56244,-0.37818,-1.2546,-1.4984,-0.70379
-0.19985,-0.32958,-0.63691,-0.53371,-2.6462
