0.8341,0.41518,0.40217,0.70519,0.39601
0.56655,0.54278,0.62008,0.4683,0.26385
0.65359,0.5126,0.6145,0.52542,0.48789
0.37413,0.24983,0.43066,0.47957,0.59373
0.69425,0.42051,0.79465,0.52343,0.64485
0.79009,0.47666,0.49676,0.99588,0.41906
0.80812,1.0976,0.77762,0.80923,0.47685
0.58332,0.33819,0.30353,0.29087,0.30712
0.5438,0.31615,0.35054,0.45955,0.49642
0.41111,0.37325,0.38959,0.3603,0.36621
0.87089,0.69678,0.65618,0.51642,0.55906
0.46437,0.64222,0.51899,0.44321,0.44384
0.52814,0.5863,0.6012,0.71966,0.51235
0.41016,0.42421,0.40404,0.36902,0.26671
1.2888,0.71839,0.80831,0.64101,0.28924
0.64097,0.32184,0.73417,0.47056,0.42173
0.71132,0.61826,0.7801,0.84001,0.62849
0.40115,0.43388,0.37721,0.44417,0.35442
0.68177,0.45227,0.45418,0.38094,0.31029
