epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,480.90625,261.193459308391,0.0954072027562892,0.296871629636945,14.8009999999995,59.2784787098279,41.3927308232419,94.2170240415854,2900
UP2,558.866666666667,253.622953020523,0.0864577889147429,0.2289238698982,14.5429999999978,65.236878406811,44.7085436047693,93.9225860320868,3149.6
P1,298.441176470588,249.337326719334,0.12595107033639,0.47617399178758,16.8000000000029,41.8714157488536,12.9608714517776,87.5837603468664,1777.6
P2,402.117647058824,252.521558000306,0.106258213214312,0.403402672903375,16.051999999996,52.9089380408489,35.151432520033,93.600526585241,2559.6
REC,629.269230769231,173.975298865628,0.0901058809145371,0.348911686999132,18.7380000000048,62.5786999848029,43.124877879334,93.9310597726439,3073.8
