trialnames,apenx,apeny,apenz,sampenx,sampeny,sampenz
UP1,0.40417449085288,0.35744887057331,0.215009187568501,0.155467880786969,0.148139345292453,0.0836636299577939
UP2,0.305497048305046,0.463385755111586,0.15682724549918,0.0415436055918206,0.226289638577463,0.0567595479614696
P1,0.35030620905927,0.417912880258259,0.188500374567718,0.187689896040386,0.208933523759973,0.123217997046733
P2,0.299635048936208,0.30804634247645,0.123179315975532,0.167537569983012,0.157377261657635,0.0858563852504864
Rec,0.455043139213922,0.332259079167948,0.113612324605054,0.242321323577555,0.186476071937638,0.0496420053372815
