epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,191.3,110.12254928973,0.235810113339147,0.501410272069852,11.5769999999975,25.2667352375937,24.3794047639293,99.2160278745645,1139
UP2,167.34375,113.594243770281,0.246002803214353,0.63801210004614,19.4349999999977,23.8293294924416,21.1173074863202,97.6101568334578,1045.6
P1,29.75,62.7653078616503,0.36704555084746,1.07253658414439,18.4440000000031,16.1562637990596,14.770946431509,97.9013641133263,186.6
P2,81,71.6990237032555,0.441348837209299,1.53113080893309,30.6369999999952,13.0643631505411,10.3872395541188,95.8115183246073,512.4
REC,141.65625,94.2947453887888,0.311948768908029,1.00166233432434,31.6229999999996,18.909008537086,17.3481233984114,98.202271975295,1780.8
