epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,255.71875,221.142522190934,0.138011003790195,0.476160971316739,29.9010000000053,41.6941296536474,32.9183764590819,95.772238514174,1567.6
UP2,300.181818181818,205.971699291652,0.13977560088871,0.402709404028577,21.4890000000014,40.0691300509081,25.8110570510773,93.1563540930655,1845.8
P1,171,179.327057491019,0.197985544373284,1.22617968490199,38.0779999999941,24.7654555352125,-2.98338895610039,81.5274986296364,892.4
P2,253.1875,170.895825181647,0.172206521739131,0.748624974553795,26.484000000004,32.9310908746621,23.3771152157821,94.4341601875849,1530.4
REC,229.911764705882,236.496993467628,0.129577142125807,0.417252992200702,30.4639999999927,44.1917682929843,33.5868106209587,95.2990086344739,2980
