avgkeypermin_1,avgkeypermin_2,avgkeypermin_3,avgkeypermin_4,avgkeypermin_5,stdkeypermin_1,stdkeypermin_2,stdkeypermin_3,stdkeypermin_4,stdkeypermin_5,avgcleanedintervals_1,avgcleanedintervals_2,avgcleanedintervals_3,avgcleanedintervals_4,avgcleanedintervals_5,stdcleanedintervals_1,stdcleanedintervals_2,stdcleanedintervals_3,stdcleanedintervals_4,stdcleanedintervals_5,maxcleanedintervals_1,maxcleanedintervals_2,maxcleanedintervals_3,maxcleanedintervals_4,maxcleanedintervals_5,wpm_1,wpm_2,wpm_3,wpm_4,wpm_5,wpm_corrected_1,wpm_corrected_2,wpm_corrected_3,wpm_corrected_4,wpm_corrected_5,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,totalwords_1,totalwords_2,totalwords_3,totalwords_4,totalwords_5
223.575757575758,254.966666666667,144.676470588235,137.705882352941,94.390625,121.53343940636,121.382690163237,99.5339809762674,99.1954084383872,126.847567211751,0.22042512208356,0.206693172900863,0.293680708180711,0.302256201881949,0.25345352112676,0.749192966210731,0.699224918381652,1.04627158073104,1.07094154996313,0.990222816844264,26.4499999999971,36.8970000000045,30.5299999999988,25.3550000000032,37.3129999999946,20.5987332612425,24.5120554693665,13.871338732963,12.6755605378992,9.08218743315169,17.3302545673331,22.1498601797209,11.771845254117,11.0609321012377,8.11995978302283,91.5300176175634,93.5947712418301,96.0162601626016,93.0386504377536,96.8553459119497,1350.8,1432,944.8,871.4,1170.4
