avgkeypermin_1,avgkeypermin_2,avgkeypermin_3,avgkeypermin_4,avgkeypermin_5,stdkeypermin_1,stdkeypermin_2,stdkeypermin_3,stdkeypermin_4,stdkeypermin_5,avgcleanedintervals_1,avgcleanedintervals_2,avgcleanedintervals_3,avgcleanedintervals_4,avgcleanedintervals_5,stdcleanedintervals_1,stdcleanedintervals_2,stdcleanedintervals_3,stdcleanedintervals_4,stdcleanedintervals_5,maxcleanedintervals_1,maxcleanedintervals_2,maxcleanedintervals_3,maxcleanedintervals_4,maxcleanedintervals_5,wpm_1,wpm_2,wpm_3,wpm_4,wpm_5,wpm_corrected_1,wpm_corrected_2,wpm_corrected_3,wpm_corrected_4,wpm_corrected_5,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,totalwords_1,totalwords_2,totalwords_3,totalwords_4,totalwords_5
255.71875,300.181818181818,171,253.1875,229.911764705882,221.142522190934,205.971699291652,179.327057491019,170.895825181647,236.496993467628,0.134371606749816,0.13977560088871,0.164161018501557,0.16039780029659,0.127635863304748,0.344109242192388,0.402709404028577,0.658558236730811,0.526731614868679,0.339434959383866,18.6170000000056,21.4890000000014,17.1039999999994,21.5859999999957,18.3569999999891,23.8944410137494,27.4479386019397,13.5034719419703,23.3563839386594,21.4135506646976,20.394081840981,20.5730768415025,11.3195462391852,21.2466149325106,18.0618134307222,92.5953079178886,91.2990814575553,78.8964005116024,92.9038627668765,93.2395267029101,1515.6,1809,863.6,1505.6,2915.6
