datatype,UP1,UP2,P1,P2,REC
RMSx,9.0846629053247,8.99199708148064,8.72330467241915,9.04343196022638,9.06062256875555
RMSy,2.47985228234365,2.10250941037931,2.81946375275661,2.12124477285808,1.71974871421763
RMSz,2.62004372444427,3.16056990802381,3.39949722214621,2.99584452400156,3.19724070443814
RMSrT,9.77473255714075,9.76041799707346,9.77762760716207,9.76004228564671,9.76087931979551
RMSwx,21.1186537768593,12.2597858605137,21.3159075672057,14.882149710953,18.3303393263024
RMSwy,10.2871215428707,8.30692540958879,11.5910045329394,8.03005866030629,8.91129653608827
RMSwz,7.88086729127418,5.40590661811501,7.23625519783989,5.73662334368977,6.28968883642922
RMSwT,24.7776204718557,15.764871882445,25.3196107944918,17.8569053728395,21.3300898129987
P2Px,15.5395,24.3981,26.1713,11.5164,13.2448
P2Py,16.1567,13.3226,15.7998,22.9793,16.2394
P2Pz,16.3277,29.0724,18.7934,16.7061,18.1985
P2PrT,12.4540381531631,23.9820597746992,20.0286428891569,10.9928089397205,11.5927321419373
P2Pwx,664.35,469.34,684.04,532.06,585.24
P2Pwy,354.74,882.59,634.48,356.93,261.72
P2Pwz,232.12,154.137,274.442,260.86,155.664
P2PwT,371.049930716852,521.339129116347,449.589729899682,327.55623369111,304.254012958022
MAXr,18.5080435411769,29.5727315065754,23.4878861545691,16.0418761571083,17.2226096053995
MINr,6.05400538801379,5.59067173187623,3.45924326541225,5.04906721738778,5.62987746346224
MAXw,371.127778428347,521.409092172356,449.632911496596,327.604513132832,304.304648773232
MINw,0.0778477114949438,0.0699630560081533,0.0431815969135001,0.0482794417221243,0.050635815210185
VARrT,0.0615414244076314,0.0310810100217378,0.0632512079730478,0.0354145434919162,0.0632855895985794
VARwT,476.65691940159,184.506545974161,472.602655610746,240.092718938442,339.574323797305
