1554405139.000000, 1554405139.000000, 1554405139.000000
32.000000, 32.000000, 32.000000
14,62,15
13,61,14
14,61,14
13,61,14
13,61,14
13,61,14
13,60,14
13,61,14
13,60,14
13,61,15
13,61,15
12,62,16
12,62,17
11,61,17
11,61,17
11,62,16
11,61,16
11,60,15
12,60,14
12,62,14
12,61,12
12,61,12
13,62,12
13,62,12
13,62,12
13,63,12
12,64,12
12,64,12
11,63,13
10,66,14
11,66,14
13,62,15
13,61,16
14,54,18
14,51,19
11,53,20
10,53,18
11,57,18
12,58,18
15,79,22
9,69,14
9,56,11
10,61,14
10,62,12
9,67,9
10,66,8
12,63,10
13,61,10
13,60,12
8,63,11
6,66,11
5,67,9
7,65,10
9,64,10
9,63,11
10,62,10
9,62,10
10,62,11
12,60,11
13,59,12
15,59,13
15,59,13
16,59,14
16,60,15
17,61,16
17,62,17
18,62,17
18,62,17
19,62,18
18,61,18
18,60,18
17,60,17
17,60,17
16,62,16
16,63,16
16,64,16
16,63,15
15,64,14
14,63,14
14,63,13
13,63,12
13,63,12
12,62,11
12,63,10
10,65,9
8,66,8
0,66,5
-5,66,3
-7,61,2
-5,62,3
-4,64,2
-1,65,1
2,64,0
7,65,-1
9,65,-1
13,67,2
14,69,7
15,70,8
49,65,38
50,92,25
-9,81,26
-28,65,37
34,65,38
24,61,39
18,57,32
18,56,27
15,53,18
18,53,16
25,62,9
-4,64,7
-2,67,14
-1,61,1
-11,67,-12
-35,92,-9
-25,95,2
-29,67,6
-12,58,19
-8,59,10
-8,60,-6
-8,60,-13
-2,64,-12
1,64,-9
2,62,1
-13,73,-2
-18,68,-4
-6,64,0
-10,62,-8
-19,65,-14
-19,65,-13
-11,58,-13
-10,56,-19
0,59,-15
-9,57,-19
-8,65,-15
2,64,-23
-24,66,-21
-12,64,-16
-19,58,-17
-16,57,-18
-14,60,-16
-19,62,-14
-24,60,-17
-10,62,-20
-16,58,-23
-10,62,-19
-8,63,-16
-10,61,-9
-15,64,-8
-17,66,-11
-17,65,-11
-15,64,-13
-17,63,-12
-18,56,-9
-17,61,-14
-15,59,-14
-11,64,-15
-13,68,-21
-10,63,-4
13,69,-22
-19,64,-6
0,53,-3
-6,57,-13
-10,70,-3
-3,54,-8
-10,64,-13
-14,51,1
-4,85,-21
11,55,-3
-21,37,14
-22,75,-18
6,71,10
26,80,-18
-11,72,-18
-30,26,-5
44,107,-24
-3,63,42
13,32,-8
-10,70,-7
15,72,9
9,61,16
17,64,17
21,65,17
24,65,13
14,55,15
14,52,4
7,50,11
16,56,12
18,52,18
20,49,14
24,56,17
18,79,31
30,92,37
-5,47,35
45,46,30
23,50,30
32,47,25
31,43,32
36,37,30
45,38,30
42,33,31
47,31,34
48,23,34
48,21,40
43,22,41
59,13,39
49,19,40
50,14,40
34,25,39
40,15,41
45,5,45
41,14,45
36,8,52
36,-1,56
40,9,57
32,14,48
26,6,43
56,4,54
48,0,50
24,-2,52
28,0,58
32,5,59
26,9,65
7,8,51
11,5,52
17,6,64
11,6,62
21,4,56
22,7,59
22,5,61
21,7,59
19,6,56
26,5,54
30,5,54
28,6,52
27,6,51
31,7,49
31,11,48
43,18,51
36,26,50
19,24,42
21,22,21
46,26,18
-8,66,87
-35,61,107
-6,27,72
30,21,56
32,17,59
29,19,56
29,23,53
22,23,49
18,24,47
25,27,55
18,26,54
12,22,52
9,21,51
5,23,52
13,22,62
6,24,59
11,22,53
21,22,57
27,22,56
29,22,49
40,27,51
33,28,49
34,29,44
39,31,56
22,35,55
26,29,49
31,22,52
25,17,54
24,17,55
33,15,53
37,16,53
36,17,50
33,18,50
26,19,51
29,19,52
33,19,52
35,16,49
36,16,50
36,16,50
35,16,50
33,17,51
33,19,52
29,20,56
26,20,56
30,19,57
22,16,54
23,15,51
30,22,48
37,19,46
48,13,36
45,10,30
60,6,34
64,4,39
48,9,41
43,11,38
40,11,38
45,12,42
42,13,43
40,14,47
40,15,48
36,16,47
37,18,48
32,19,48
29,23,57
25,24,54
15,20,50
11,20,50
35,19,52
40,14,47
43,15,48
47,15,47
46,13,42
43,15,43
49,14,45
41,16,46
40,15,46
43,15,45
42,15,47
39,16,47
37,16,46
37,16,46
36,17,46
40,17,47
40,15,46
41,15,46
40,15,46
41,16,47
40,15,48
37,15,49
34,16,45
37,17,44
41,16,44
42,16,43
39,18,45
39,16,47
40,16,45
41,16,43
43,18,45
43,16,44
42,15,44
41,16,45
41,16,43
43,15,42
44,15,41
46,15,41
48,16,41
47,16,41
50,15,41
48,15,42
45,12,43
40,14,42
38,16,41
39,16,41
42,17,41
45,16,42
45,16,42
47,17,43
45,15,44
44,13,41
42,12,37
43,14,38
47,15,42
47,17,41
40,17,38
39,19,40
42,19,40
43,19,39
43,21,44
42,16,47
46,18,48
42,11,44
47,15,41
46,15,40
48,15,40
48,15,39
47,16,39
50,15,37
51,17,36
52,21,43
59,22,49
68,35,51
70,38,50
63,23,39
62,20,49
51,13,53
39,-2,50
37,-6,47
13,0,47
11,-23,44
32,-46,31
44,-49,21
49,-48,13
41,-53,12
41,-51,18
36,-42,22
33,-37,17
38,-32,23
21,-26,14
24,-1,29
34,3,49
26,16,62
19,19,63
13,14,67
0,12,73
8,6,74
-1,-5,61
-8,-4,58
-10,1,57
-9,2,57
-11,8,61
-11,11,65
-7,7,64
-6,4,63
-4,5,64
3,-2,67
-4,-3,66
-9,-11,63
-9,-7,63
-2,-1,65
-6,0,63
-11,0,62
-13,4,64
-10,2,63
-9,1,63
-9,2,63
-6,0,62
3,0,65
-6,2,63
-4,2,64
-5,1,63
-3,1,63
-3,1,63
-6,-1,63
-4,1,64
-7,1,63
-7,0,63
-7,1,63
-5,0,63
-6,1,63
-8,1,63
-5,1,63
-6,0,63
-8,1,63
-7,1,63
-8,1,63
-6,0,63
-6,1,63
-6,1,63
-7,1,63
-6,1,64
-6,1,64
-6,1,63
-8,1,62
-6,1,63
-6,1,63
-6,1,63
-5,1,63
-5,1,63
-3,1,63
-2,1,63
-2,3,64
0,2,65
-4,0,62
0,2,63
0,2,63
7,4,65
-2,-2,61
15,6,64
7,3,60
7,2,62
8,1,62
11,2,63
3,2,62
4,3,62
12,1,64
10,3,62
14,2,64
14,3,63
8,0,62
7,1,62
9,4,64
8,3,62
9,-1,63
9,-3,63
10,-5,64
11,-5,61
14,-6,62
16,-7,60
16,-7,59
17,-10,58
17,-10,59
17,-10,60
17,-10,57
17,-11,58
16,-9,60
17,-12,58
19,-10,58
19,-8,60
18,-7,61
17,-9,58
17,-9,59
18,-8,58
19,-8,61
19,-9,60
19,-12,58
19,-9,58
22,-10,58
19,-10,60
18,-8,60
19,-8,60
21,-9,58
22,-10,57
22,-9,59
22,-9,58
27,-10,56
21,-10,57
25,-8,58
25,-10,57
22,-10,57
24,-9,57
24,-8,57
24,-9,57
24,-10,56
26,-9,56
27,-7,56
29,-7,55
28,-7,55
30,-7,55
29,-7,56
29,-9,55
28,-8,56
29,-9,55
30,-8,54
27,-9,54
28,-7,56
30,-7,56
28,-7,56
29,-8,56
26,-8,55
28,-8,56
28,-8,56
26,-8,55
27,-9,56
29,-8,56
30,-9,55
28,-9,56
27,-9,56
28,-9,55
27,-8,55
28,-9,55
28,-9,54
30,-9,55
30,-10,56
31,-11,55
28,-11,54
28,-10,54
28,-10,54
26,-9,56
27,-10,56
28,-8,56
29,-10,55
28,-13,56
27,-13,56
27,-9,55
27,-6,56
33,-2,66
35,-1,63
33,-2,56
32,-4,59
29,-7,63
20,-7,53
20,-12,50
17,-15,56
21,-14,59
15,-16,54
6,-14,52
7,-10,48
10,-13,56
16,-10,56
20,-12,50
29,-21,57
9,-26,60
10,-30,59
12,-23,66
9,-27,65
1,-24,68
15,-22,71
-5,-29,60
-9,-28,53
9,-18,79
-25,-8,62
-3,1,57
14,0,57
14,-2,52
32,-20,46
24,-27,46
6,-25,49
15,-22,51
25,-21,60
19,-22,57
22,-24,56
16,-22,59
25,-22,64
14,-18,62
14,-17,58
17,-19,63
17,-18,66
11,-15,63
14,-14,62
13,-13,61
8,-13,57
11,-10,58
13,-6,58
10,-3,57
15,3,58
19,8,62
20,11,60
24,12,59
26,12,56
23,9,58
19,6,55
27,1,53
34,1,61
28,-34,79
21,17,68
25,-58,37
28,31,57
22,-24,61
13,-20,53
16,-32,49
13,-32,57
16,-29,59
17,-28,63
8,-24,63
-5,-19,61
-2,-18,57
-15,-9,60
-20,-7,61
-5,-9,61
4,-9,60
13,5,78
7,-21,58
16,-2,59
10,-6,63
-1,-10,64
-6,-14,56
8,-20,55
24,-26,55
28,-32,55
27,-30,52
25,-26,53
23,-26,53
23,-23,53
27,-25,52
27,-24,52
25,-24,51
28,-24,51
26,-24,52
27,-25,52
25,-24,52
26,-24,52
26,-24,52
27,-24,52
25,-24,52
25,-23,52
25,-24,52
25,-23,52
26,-24,52
26,-23,52
27,-23,53
26,-23,52
27,-23,51
27,-23,52
26,-23,51
27,-24,51
28,-25,51
26,-25,52
26,-25,51
27,-25,51
26,-25,51
26,-26,51
27,-26,51
27,-25,51
26,-25,51
27,-26,51
26,-26,51
26,-26,51
27,-27,51
26,-26,51
25,-26,51
26,-26,51
26,-26,51
27,-26,50
27,-26,51
26,-27,51
25,-26,51
26,-26,51
26,-26,51
27,-26,50
27,-26,50
27,-26,51
26,-26,50
26,-26,50
27,-26,50
27,-26,50
27,-26,51
26,-26,50
27,-26,50
27,-25,50
27,-25,50
30,-25,49
31,-26,49
34,-27,49
31,-26,49
28,-25,49
30,-26,49
23,-29,50
30,-22,49
30,-26,49
28,-25,49
28,-25,49
31,-24,49
35,-25,49
18,-26,50
25,-27,48
39,-28,46
38,-27,46
39,-26,45
27,-22,48
22,-26,49
31,-29,48
34,-29,47
30,-28,47
28,-27,48
28,-28,48
31,-29,48
31,-28,47
30,-28,47
31,-27,47
32,-27,47
33,-26,47
32,-28,47
30,-28,47
30,-28,47
30,-29,48
28,-29,48
29,-28,47
30,-27,47
32,-28,47
32,-28,47
30,-27,47
29,-27,47
31,-28,47
31,-28,47
32,-28,47
32,-28,47
31,-28,47
33,-28,46
32,-29,47
29,-28,47
30,-28,47
32,-28,47
31,-28,47
30,-28,47
32,-28,47
31,-29,47
29,-29,47
30,-29,47
32,-28,46
32,-29,46
32,-29,46
31,-29,46
30,-29,46
31,-28,46
33,-29,46
34,-28,45
32,-28,46
31,-28,46
31,-28,46
32,-28,46
33,-28,46
35,-28,45
32,-29,45
29,-28,47
31,-29,46
30,-29,47
31,-29,46
33,-29,46
31,-29,46
31,-28,46
31,-29,46
31,-30,46
30,-29,46
31,-28,46
34,-28,45
34,-28,45
33,-27,45
32,-29,46
29,-29,46
30,-30,47
31,-29,46
30,-29,46
30,-29,46
32,-29,46
33,-30,46
30,-29,46
29,-28,46
33,-29,46
36,-28,45
33,-29,45
27,-28,47
27,-28,47
32,-30,46
33,-30,46
30,-30,46
30,-29,46
31,-28,46
33,-30,46
32,-30,46
28,-29,47
29,-29,46
33,-29,45
34,-28,45
34,-28,45
32,-29,45
28,-29,47
27,-29,46
31,-30,46
31,-30,46
29,-29,46
30,-29,46
32,-29,46
30,-28,46
32,-29,46
31,-31,46
28,-29,47
31,-29,46
33,-28,46
33,-28,46
31,-28,46
33,-30,46
29,-29,47
28,-30,47
29,-31,47
32,-30,47
33,-33,48
29,-28,54
39,-28,60
32,-37,59
24,-24,55
22,-30,57
20,-32,54
12,-23,44
9,-20,41
11,-14,40
15,-15,41
13,-16,45
15,-17,51
34,-33,87
25,-49,51
26,-36,49
20,-32,54
21,-24,54
20,-25,52
19,-27,53
20,-29,53
21,-28,53
