datatype,UP1,UP2,P1,P2,REC
RMSx,9.47341040436639,9.41267850365028,9.23775303167676,9.53229859068501,9.41949606920791
RMSy,1.31058676994853,1.08475757853908,0.664453986675013,0.706927391825848,1.24787466347187
RMSz,2.03436051435821,2.2141377694469,3.01032892017917,1.81346309789765,2.07083301155592
RMSrT,9.77761551061921,9.73024263209142,9.7385656224276,9.72898304894842,9.7248365917021
RMSwx,7.76605374559525,5.50102668468501,10.0006733245078,6.50820838840741,6.78546540004252
RMSwy,12.569612023548,8.62466822582777,10.6937735742557,7.96685183958277,10.0970031711249
RMSwz,4.46176313534329,2.98178920493139,3.79105305081949,2.9745625927117,3.06737963359054
RMSwT,15.4341850279795,10.6553865933557,15.1242303419082,10.7086659896908,12.5459488102514
P2Px,17.8011,19.0195,32.419,23.8786,15.2595
P2Py,15.0874,24.058,22.9076,22.0046,22.283
P2Pz,23.3298,38.412,31.422,37.922,33.543
P2PrT,19.4206174034176,21.4273537218167,24.0275954426612,25.6174391370104,24.0419025463816
P2Pwx,353.51,741.07,415.58,433.82,749.53
P2Pwy,596.25,1142.91,1306.74,939.89,999.04
P2Pwz,144.71,157.873,531.47,272.218,187.122
P2PwT,326.30482239895,675.875367940717,734.094670668579,602.53863504426,662.877185880613
MAXr,24.6334324818934,25.2726498066586,25.1808196231656,27.2786129539242,27.9444018007185
MINr,5.21281507847574,3.84529608484184,1.15322418050438,1.66117381691381,3.90249925433689
MAXw,326.30482239895,675.875367940717,734.094670668579,602.53863504426,662.877185880613
MINw,0,0,0,0,0
VARrT,0.10425077198632,0.0375289902864093,0.0954098761539058,0.0359508067695185,0.0484848334077946
VARwT,204.712026146295,107.8174662769,168.303965047712,96.1792649704792,149.97800283054
