datatype,UP1,UP2,P1,P2,REC
RMSx,3.8851859489241,3.79831127222707,3.26435456760563,4.93035332168975,6.14247117349899
RMSy,3.80798861027158,2.62349888487215,5.18682912283572,3.42245913404735,3.19998343886928
RMSz,8.29348478780163,8.61713750882076,7.57814459507612,7.64307443851412,7.18323883240649
RMSrT,9.91853502484981,9.7757339246513,9.74615219440092,9.71793173847137,9.97841501691006
RMSwx,27.6627081419795,17.0112427356646,17.779518359412,17.3740852215371,16.5804964484339
RMSwy,22.5235723465633,15.0506126499123,18.2455821442263,17.6108747984385,24.5894786989284
RMSwz,28.934391859443,15.8968977614358,17.5087723968817,18.4063072565572,17.4964377222588
RMSwT,45.9318600241163,27.7239008616563,30.91228965509,30.8349460073194,34.4337139752665
P2Px,46.904,32.9522,35.903,35.759,41.446
P2Py,41.567,39.061,29.205,47.169,46.374
P2Pz,40.831,30.6992,23.3257,34.169,42.927
P2PrT,35.9638869781904,32.6161199661535,23.5674859665003,34.324051683932,31.4588846300003
P2Pwx,686.6,719.91,717.6,754.3,820.4
P2Pwy,819.22,623.68,941.86,933.02,1000.53
P2Pwz,667.08,609.36,607.65,763.6,847.42
P2PwT,530.671265062709,556.394734742701,597.601085535049,700.287439743734,669.783521839227
MAXr,36.210797699029,32.8475569873925,28.15316853855,34.8700876954733,32.3698611081358
MINr,0.246910720838525,0.23143702123904,4.58568257204966,0.546036011541363,0.910976478135413
MAXw,530.798086141576,556.65606993906,597.807047884181,700.695963025334,670.566324744242
MINw,0.12682107886704,0.261335196359006,0.205962349132068,0.408523281599715,0.782802905015049
VARrT,1.92082394801802,0.291877869919678,0.160657566571733,0.340495053193346,0.225389764409753
VARwT,1585.42435030919,528.108507618426,596.184972912952,648.061250872002,871.159958456426
