29,6,-57
30,4,-56
29,6,-56
26,5,-57
26,5,-57
27,5,-56
26,5,-57
28,5,-57
28,5,-56
29,4,-58
29,7,-56
29,7,-56
27,6,-56
26,7,-58
25,7,-59
26,6,-61
28,7,-57
27,7,-56
29,9,-56
29,8,-57
29,7,-61
26,6,-58
27,5,-57
26,7,-59
25,7,-57
25,7,-57
24,7,-57
26,5,-61
27,6,-57
24,5,-56
25,4,-62
25,7,-60
24,5,-59
25,6,-57
22,4,-59
23,4,-57
29,5,-57
25,4,-59
22,3,-60
28,1,-60
24,0,-64
25,2,-60
30,3,-56
35,-1,-59
40,0,-55
36,-2,-57
35,-2,-55
34,-2,-54
33,-3,-57
32,-3,-55
35,-10,-53
30,-10,-52
32,-10,-54
34,-11,-56
35,-13,-54
37,-15,-53
39,-19,-53
37,-19,-56
39,-23,-54
43,-18,-53
38,-20,-49
42,-28,-41
43,-27,-43
34,-28,-42
36,-24,-40
31,-23,-45
31,-26,-37
42,-18,-17
37,-31,-37
44,-36,-34
40,-33,-34
36,-37,-34
35,-43,-34
37,-47,-37
37,-43,-31
36,-44,-33
38,-44,-31
32,-46,-31
29,-44,-32
28,-47,-28
26,-47,-27
23,-51,-29
25,-51,-28
23,-60,-30
21,-57,-29
24,-49,-27
27,-52,-28
21,-46,-30
20,-47,-30
19,-44,-29
18,-51,-33
16,-59,-36
20,-54,-33
20,-51,-30
19,-50,-31
19,-53,-32
18,-61,-33
12,-49,-33
12,-48,-35
17,-44,-33
20,-45,-30
23,-48,-25
20,-50,-27
13,-54,-37
16,-53,-35
20,-53,-35
20,-47,-28
18,-46,-30
17,-53,-37
18,-50,-37
23,-49,-31
20,-51,-37
21,-52,-40
20,-51,-41
16,-52,-45
17,-51,-43
16,-49,-37
21,-47,-32
22,-48,-35
18,-48,-36
18,-48,-37
19,-50,-38
19,-50,-36
18,-50,-36
19,-50,-35
21,-49,-34
16,-48,-35
17,-48,-35
19,-50,-36
20,-51,-36
19,-50,-34
18,-50,-34
18,-51,-35
18,-50,-34
18,-49,-33
18,-50,-34
20,-50,-36
20,-49,-35
20,-49,-35
20,-50,-34
20,-51,-34
18,-50,-35
17,-50,-35
19,-50,-33
17,-50,-35
18,-51,-35
19,-50,-31
18,-49,-33
16,-51,-37
18,-50,-37
18,-51,-36
18,-50,-35
19,-49,-32
19,-50,-36
23,-51,-34
19,-51,-34
19,-51,-34
18,-51,-34
17,-50,-35
18,-50,-34
19,-50,-32
18,-50,-34
19,-50,-34
19,-51,-34
19,-52,-36
20,-51,-35
17,-49,-36
18,-49,-36
19,-49,-34
18,-50,-35
18,-50,-35
19,-50,-34
18,-51,-35
18,-51,-35
18,-51,-33
17,-50,-33
17,-50,-33
19,-51,-34
19,-51,-35
18,-50,-35
18,-50,-34
19,-50,-34
19,-50,-34
18,-50,-35
19,-52,-35
18,-51,-35
18,-51,-34
18,-50,-34
19,-49,-32
18,-49,-33
21,-49,-33
19,-50,-35
17,-50,-35
17,-51,-37
21,-51,-35
19,-50,-34
19,-50,-34
19,-50,-34
19,-50,-34
19,-50,-34
18,-50,-33
18,-50,-34
19,-50,-34
19,-50,-34
19,-51,-35
19,-51,-35
19,-50,-35
19,-50,-35
19,-50,-34
19,-50,-34
19,-50,-34
19,-50,-33
19,-51,-35
19,-50,-34
18,-50,-34
19,-50,-34
19,-49,-34
19,-50,-35
18,-50,-36
19,-51,-32
23,-49,-32
20,-51,-34
17,-49,-34
16,-51,-38
22,-51,-35
22,-51,-33
19,-50,-34
20,-50,-34
17,-50,-33
18,-50,-34
19,-50,-32
17,-50,-34
21,-51,-33
20,-50,-34
20,-50,-34
19,-50,-34
19,-50,-34
18,-50,-34
19,-50,-35
20,-51,-35
17,-50,-34
18,-50,-35
20,-50,-33
21,-50,-33
20,-51,-33
20,-51,-34
19,-51,-34
19,-50,-34
18,-50,-35
19,-50,-35
20,-49,-34
19,-49,-34
20,-50,-37
21,-50,-36
20,-51,-35
21,-49,-34
21,-49,-34
20,-50,-34
20,-50,-34
20,-50,-35
19,-50,-34
19,-50,-34
20,-49,-34
20,-49,-34
20,-50,-34
20,-50,-35
19,-50,-34
18,-50,-34
19,-49,-35
21,-51,-33
19,-50,-33
21,-49,-34
21,-50,-33
19,-49,-35
20,-50,-36
21,-50,-37
19,-50,-37
18,-49,-35
20,-49,-34
19,-49,-34
19,-50,-35
20,-50,-34
19,-49,-35
20,-50,-37
22,-50,-34
20,-49,-34
19,-49,-35
20,-49,-35
20,-49,-34
19,-49,-34
19,-50,-34
19,-50,-34
19,-49,-34
19,-50,-34
19,-50,-35
21,-49,-35
21,-49,-35
18,-50,-36
20,-50,-36
19,-48,-35
19,-50,-37
20,-50,-36
19,-49,-36
17,-48,-35
19,-51,-40
21,-49,-37
19,-49,-31
18,-48,-33
17,-49,-37
16,-49,-37
19,-50,-36
19,-49,-36
18,-49,-38
19,-49,-37
16,-49,-37
15,-48,-37
16,-48,-37
17,-49,-35
18,-48,-36
15,-50,-38
