avgkeypermin_1,avgkeypermin_2,avgkeypermin_3,avgkeypermin_4,avgkeypermin_5,stdkeypermin_1,stdkeypermin_2,stdkeypermin_3,stdkeypermin_4,stdkeypermin_5,avgcleanedintervals_1,avgcleanedintervals_2,avgcleanedintervals_3,avgcleanedintervals_4,avgcleanedintervals_5,stdcleanedintervals_1,stdcleanedintervals_2,stdcleanedintervals_3,stdcleanedintervals_4,stdcleanedintervals_5,maxcleanedintervals_1,maxcleanedintervals_2,maxcleanedintervals_3,maxcleanedintervals_4,maxcleanedintervals_5,wpm_1,wpm_2,wpm_3,wpm_4,wpm_5,wpm_corrected_1,wpm_corrected_2,wpm_corrected_3,wpm_corrected_4,wpm_corrected_5,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,totalwords_1,totalwords_2,totalwords_3,totalwords_4,totalwords_5
255.71875,300.181818181818,171,253.1875,229.911764705882,221.142522190934,205.971699291652,179.327057491019,170.895825181647,236.496993467628,0.138011003790195,0.13977560088871,0.173041933711774,0.172206521739131,0.129577142125807,0.476160971316739,0.402709404028577,0.805532975952764,0.748624974553795,0.417252992200702,29.9010000000053,21.4890000000014,24.6820000000007,26.484000000004,30.4639999999927,24.7136069767735,28.0054417151704,13.9533793828874,23.7411065221336,21.8860810453194,21.2132478040051,21.1305799547332,11.7694536801023,21.6313375159848,18.5343438113439,95.772238514174,93.1563540930655,81.5274986296364,94.4341601875849,95.2990086344739,1567.6,1845.8,892.4,1530.4,2980
