epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,223.575757575758,121.53343940636,0.22042512208356,0.749192966210731,26.4499999999971,24.9456298993091,13.4549845105214,91.5300176175634,1350.8
UP2,254.966666666667,121.382690163237,0.201893917593197,0.559327476227409,19.6489999999976,27.8332261080327,18.328723617231,93.5947712418301,1432
P1,144.676470588235,99.5339809762674,0.293680708180711,1.04627158073104,30.5299999999988,19.6404108521168,15.5867697469487,96.0162601626016,944.8
P2,137.705882352941,99.1954084383872,0.302256201881949,1.07094154996313,25.3550000000032,18.4964799943398,11.5979764389572,93.0386504377536,871.4
REC,94.390625,126.847567211751,0.24731173351011,0.867765197139172,31.6310000000012,23.5291121834456,20.031106783651,96.8553459119497,1170.4
