epochs,avgkeypermin,stdkeypermin,avgcleanedintervals,stdcleanedintervals,maxcleanedintervals,wpm,wpm_corrected,accuracy,totalwords
UP1,531.666666666667,305.755969105557,0.0903381200225745,0.469891258149073,28.3229999999967,63.5975294004953,49.4952874522256,95.6303680020061,3050.8
UP2,459.28125,352.513301910997,0.0838594377510045,0.305128418404611,20.1670000000013,67.7349208062796,48.819013960465,94.5979044767996,2780.8
P1,252.1875,260.693669881202,0.133660258000494,0.823813430319618,27.153999999995,41.5880560780802,24.9339021445499,92.4668566472556,1492.6
P2,253.25,236.939219101412,0.138825941939468,0.814537969798879,29.5120000000024,39.4929328810569,20.6300787687446,91.0425663170882,1475.8
REC,337.775,252.401337667633,0.12113993780542,0.605331417330131,27.1349999999948,47.7325568602713,38.6305127509294,96.0923623445826,2596.8
