trialnames,apenx,apeny,apenz,sampenx,sampeny,sampenz
UP1,0.117679358950424,0.272475706957418,0.0456142803411705,0.0559863673134152,0.149270764422983,0.0233759159388281
UP2,0.235496828074721,0.194022345962584,0.0716573058365821,0.0957652280602676,0.0842858177163704,0.0266738169225803
P1,0.6735810095363,0.355592398715161,0.179690829662683,0.338961843815217,0.159514897332525,0.0895846166290258
P2,0.33254479959871,0.19431205131556,0.102204739397491,0.153525521728165,0.101470208572928,0.0472642143501916
Rec,0.654495538011473,0.176839363236851,0.182835178935118,0.483970710349993,0.117277245415037,0.108153373971472
