datatype,UP1,UP2,P1,P2,REC
RMSx,3.28115656270967,3.48785988398978,5.77686635716083,8.53399277927853,9.37501411939252
RMSy,3.15886857418635,2.57629525818048,4.4097609926755,3.92689853393041,3.15389884894303
RMSz,8.48632110229892,8.57907667157472,7.06310600460936,4.08515030588644,2.58490058122374
RMSrT,9.63130753892319,9.61264897748929,10.1343792781486,10.2439259014426,10.2234866216465
RMSwx,19.9159634251742,17.4369265313845,32.410658317207,20.7535691373014,21.7839412620787
RMSwy,16.5505889235434,14.9478105681476,38.2841627354315,20.8445531199721,22.2332930941561
RMSwz,20.876311535586,15.1422113858876,32.2744274790556,18.6441771710384,18.5702046360096
RMSwT,33.2624108597052,27.50945316245,59.6470163378568,34.8254414055753,36.2451640766546
P2Px,34.832,36.144,45.409,35.651,46.783
P2Py,36.795,45.41,47.326,40.928,47.578
P2Pz,30.1323,29.1203,45.12,33.421,38.554
P2PrT,28.7404766561723,28.1851682853013,37.9472209602536,30.106045067658,30.7641048246757
P2Pwx,605.68,665.47,1000.53,845.99,962.93
P2Pwy,779.75,578.41,1000.53,1000.53,1000.53
P2Pwz,707.82,542,1000.53,876.68,964.8
P2PwT,524.242978672959,377.043625742868,768.466914255902,781.874920286555,809.19975390511
MAXr,32.8127749055151,31.2811362645285,39.8788118930341,32.3664095736614,33.6482770732767
MINr,4.07229824934275,3.09596797922718,1.93159093278054,2.2603645060034,2.88417224860097
MAXw,524.387815838621,377.096512182226,768.711669808648,781.941468973222,809.341335964005
MINw,0.144837165661994,0.0528864393583081,0.244755552746,0.0665486866662296,0.141582058895186
VARrT,0.208519935774907,0.15501642291381,0.885179126461997,0.364265681861289,0.389118812638671
VARwT,846.517202977085,553.130672295011,2223.95413216767,857.607494170847,1008.68987906065
