trialnames,apenx,apeny,apenz,sampenx,sampeny,sampenz
UP1,0.324333318554352,0.369304906707811,0.224470407223416,0.10835836258239,0.158812088268894,0.0735698756076772
UP2,0.26820660452078,0.18227039246112,0.190190428320601,0.10678681278122,0.0654866362940528,0.0766791835401752
P1,0.305260176816409,0.501681007129776,0.257927767352109,0.1432713455755,0.221034378339425,0.128485602711088
P2,0.381558081924763,0.480386726950022,0.285991261931709,0.180180754996685,0.216627462916129,0.167488834274458
Rec,0.246113548705158,0.207876567331503,0.141773610931489,0.108150271183904,0.094405250134432,0.055263586088941
