datatype,UP1,UP2,P1,P2,REC
RMSx,7.88881899965946,7.81911649725708,7.17902793824734,5.27507859156453,7.44801429858497
RMSy,2.54288725488766,2.04974892271723,2.73318188292289,6.74150351175378,2.26243972667183
RMSz,4.56146096823739,4.91693935675899,5.43322572777423,4.47416860898182,5.33539839911599
RMSrT,9.46079631771086,9.46130784204297,9.40896737969802,9.6588047132018,9.43705603385073
RMSwx,15.7958847890288,12.3829276639272,15.9385658388606,15.0012534373655,23.464154903057
RMSwy,11.9148771054347,10.725596605434,11.9139235035505,11.3324048414557,15.4169440743712
RMSwz,11.1914801358986,11.1896780113818,13.4244790322776,11.8955784002939,16.2376942005062
RMSwT,22.7315529680243,19.83895698042,24.0040848927054,22.2478266277913,32.4331842848663
P2Px,23.2046,27.6869,32.7715,30.6987,32.0841
P2Py,39.747,38.964,43.663,48.698,34.518
P2Pz,29.5425,30.085,27.651,23.8673,26.109
P2PrT,29.996968064802,26.281400754901,29.9569165504957,30.2720765293135,24.0597965539642
P2Pwx,971.02,668.88,792.51,901.42,771.82
P2Pwy,668.32,738.36,905.98,978.48,774.74
P2Pwz,512.61,490.2,810.73,774.73,830.7
P2PwT,546.905221013862,577.613445390732,688.689850610979,631.131772482585,631.864470054062
MAXr,31.8854832329698,28.3302387148432,31.3514063161447,31.6434095482772,25.4192145630033
MINr,1.88851516816784,2.04883795994217,1.39448976564907,1.37133301896367,1.35941800903916
MAXw,547.043473775165,577.769889589272,688.735651610979,631.194720906314,631.972425743402
MINw,0.138252761303346,0.156444198540566,0.045801,0.0629484237292722,0.107955689340581
VARrT,0.293088742525103,0.192278577849418,0.224134417878919,0.247548625619729,0.318721381627206
VARwT,437.56231841307,341.561720537472,489.363378183594,407.875559638943,870.948242278395
