datatype,UP1,UP2,P1,P2,REC
RMSx,4.28702830423695,4.22419201187751,2.31844868980043,2.51224938241097,2.81613218635589
RMSy,2.26501088941649,1.7468335107273,4.17197299192143,2.81528592656534,2.36165914445442
RMSz,8.65978165961799,8.7607081466649,8.63015276630897,9.13956826671079,9.21425186124667
RMSrT,9.92475210787454,9.88156023603815,9.86205352562992,9.88781775264937,9.92020522812419
RMSwx,14.2950341632871,11.0612528551413,14.9894840194878,16.6976557254703,19.2541470669097
RMSwy,19.2560902508543,17.1150711555572,14.5816906161957,14.0562525246552,19.3862361320808
RMSwz,12.7904393737776,11.3973161343488,12.8385034576843,14.8795713227984,17.4730658057651
RMSwT,27.1797783812317,23.3489997741112,24.538490243491,26.4157450115164,32.4323350885437
P2Px,28.675,21.3859,48.422,17.1812,24.6505
P2Py,35.446,25.2168,46.591,26.144,37.024
P2Pz,25.0358,16.7349,46.506,19.1571,22.2286
P2PrT,27.0761948845505,13.526045788445,29.480021455982,14.9788036363899,18.9791771641984
P2Pwx,621.18,524.12,1000.53,674.89,755.22
P2Pwy,624.61,451.43,1000.53,414.58,679.62
P2Pwz,535.27,412.89,600.53,332.81,370.67
P2PwT,355.495368892816,319.256545000435,727.963664650374,362.870659871063,423.046001893895
MAXr,27.5626158656975,17.5907114665667,34.4463833950678,19.0038260537188,22.4991392984265
MINr,0.48642098114699,4.06466567812163,4.96636193908579,4.02502241732888,3.51996213422815
MAXw,355.959953011571,319.700348764276,728.260100238919,363.121061983466,423.286911534009
MINw,0.464584118755689,0.443803763841633,0.296435588544965,0.25040211240323,0.240909640114297
VARrT,0.244388265603352,0.110000602373224,0.147178184607367,0.104135412523679,0.244287886687303
VARwT,405.634834256377,298.412999219783,349.765026106557,400.615903119594,567.592774164476
