trialnames,apenx,apeny,apenz,sampenx,sampeny,sampenz
UP1,0.87861256006083,0.398060771879122,0.677772145806601,0.428126447267553,0.199705518053754,0.377367489128245
UP2,0.511243901686629,0.195248588301482,0.59258840175934,0.265261559116229,0.11150485831013,0.318834140729617
P1,0.464253998764633,0.188066617505514,0.389920202495802,0.266982309711525,0.120396919643742,0.208703706638921
P2,0.545250738930208,0.210159102398555,0.381495530595252,0.279683554782805,0.13456955673053,0.214793152210811
Rec,1.11638877402599,0.569650559753893,0.636725238653788,0.551381207835706,0.318560304765644,0.317293403407387
